period,id,orderId,date,timestamp,symbol,type,price,amount,total,realizedPnl,marginCoin,fee,feeCoin,leverage,invest,category
period-02,249341930,24234058028,27.09.2021 18:12:40,1632755560179,BTCUSD_PERP,SELL,43050,10,0.0232288037166086,0.00113609,BTC,0.00001161,BTC,5,,f-coin-signal
period-02,249341931,24234058028,27.09.2021 18:12:40,1632755560179,BTCUSD_PERP,SELL,43050,1,0.00232288037166086,0.0001136,BTC,0.00000116,BTC,5,,f-coin-signal
period-02,249341932,24234058028,27.09.2021 18:12:40,1632755560179,BTCUSD_PERP,SELL,43050,10,0.0232288037166086,0.00113609,BTC,0.00001161,BTC,5,,f-coin-signal
period-02,249341933,24234058028,27.09.2021 18:12:40,1632755560179,BTCUSD_PERP,SELL,43050,20,0.0464576074332172,0.00227219,BTC,0.00002322,BTC,5,,f-coin-signal
period-02,249341934,24234058028,27.09.2021 18:12:40,1632755560179,BTCUSD_PERP,SELL,43050,107,0.248548199767712,0.01215624,BTC,0.00012427,BTC,5,,f-coin-signal
period-02,249341935,24234058028,27.09.2021 18:12:40,1632755560179,BTCUSD_PERP,SELL,43050,10,0.0232288037166086,0.00113609,BTC,0.00001161,BTC,5,,f-coin-signal
period-02,249341936,24234058028,27.09.2021 18:12:40,1632755560179,BTCUSD_PERP,SELL,43049.7,1,0.00232289655909333,0.00011359,BTC,0.00000116,BTC,5,,f-coin-signal
period-02,249341937,24234058028,27.09.2021 18:12:40,1632755560179,BTCUSD_PERP,SELL,43049.7,20,0.0464579311818665,0.00227187,BTC,0.00002322,BTC,5,,f-coin-signal
period-02,249341938,24234058028,27.09.2021 18:12:40,1632755560179,BTCUSD_PERP,SELL,43049.4,89,0.206739234460875,0.01010839,BTC,0.00010336,BTC,5,,f-coin-signal
period-02,249341939,24234058028,27.09.2021 18:12:40,1632755560179,BTCUSD_PERP,SELL,43049.3,215,0.499427400677828,0.02441798,BTC,0.00024971,BTC,5,,f-coin-signal
period-02,249341940,24234058028,27.09.2021 18:12:40,1632755560179,BTCUSD_PERP,SELL,43049.2,30,0.0696877061594641,0.00340699,BTC,0.00003484,BTC,5,,f-coin-signal
period-02,249341941,24234058028,27.09.2021 18:12:40,1632755560179,BTCUSD_PERP,SELL,43048.7,1,0.002322950518831,0.00011353,BTC,0.00000116,BTC,5,,f-coin-signal
period-02,249341942,24234058028,27.09.2021 18:12:40,1632755560179,BTCUSD_PERP,SELL,43048,10,0.0232298829213901,0.00113501,BTC,0.00001161,BTC,5,,f-coin-signal
period-02,249341943,24234058028,27.09.2021 18:12:40,1632755560179,BTCUSD_PERP,SELL,43048,10,0.0232298829213901,0.00113501,BTC,0.00001161,BTC,5,,f-coin-signal
period-02,249341944,24234058028,27.09.2021 18:12:40,1632755560179,BTCUSD_PERP,SELL,43047.9,1,0.00232299368842615,0.00011349,BTC,0.00000116,BTC,5,,f-coin-signal
period-02,249341945,24234058028,27.09.2021 18:12:40,1632755560179,BTCUSD_PERP,SELL,43047.8,5,0.0116149954236918,0.00056745,BTC,0.0000058,BTC,5,,f-coin-signal
period-02,249341946,24234058028,27.09.2021 18:12:40,1632755560179,BTCUSD_PERP,SELL,43047.3,60,0.13938156400053,0.00680784,BTC,0.00006969,BTC,5,,f-coin-signal
period-02,249824710,24406078747,28.09.2021 13:27:49,1632824869892,BTCUSD_PERP,BUY,41727.8,30,0.0718945163655884,0,BTC,0.00003594,BTC,5,,f-coin-signal
period-02,249824711,24406078747,28.09.2021 13:27:49,1632824869892,BTCUSD_PERP,BUY,41727.8,210,0.503261614559119,0,BTC,0.00025163,BTC,5,,f-coin-signal
period-02,249824712,24406078747,28.09.2021 13:27:49,1632824869892,BTCUSD_PERP,BUY,41727.8,30,0.0718945163655884,0,BTC,0.00003594,BTC,5,,f-coin-signal
period-02,249824713,24406078747,28.09.2021 13:27:49,1632824869892,BTCUSD_PERP,BUY,41727.8,30,0.0718945163655884,0,BTC,0.00003594,BTC,5,,f-coin-signal
period-02,249825668,24406237045,28.09.2021 13:28:54,1632824934597,BTCUSD_PERP,BUY,41700,19,0.0455635491606715,0,BTC,0.00000455,BTC,5,,f-coin-signal
period-02,249825669,24406237045,28.09.2021 13:28:54,1632824934599,BTCUSD_PERP,BUY,41700,12,0.0287769784172662,0,BTC,0.00000287,BTC,5,,f-coin-signal
period-02,249825670,24406237045,28.09.2021 13:28:54,1632824934600,BTCUSD_PERP,BUY,41700,40,0.0959232613908873,0,BTC,0.00000959,BTC,5,,f-coin-signal
period-02,249825671,24406237045,28.09.2021 13:28:54,1632824934601,BTCUSD_PERP,BUY,41700,20,0.0479616306954436,0,BTC,0.00000479,BTC,5,,f-coin-signal
period-02,249825672,24406237045,28.09.2021 13:28:54,1632824934603,BTCUSD_PERP,BUY,41700,50,0.119904076738609,0,BTC,0.00001199,BTC,5,,f-coin-signal
period-02,249825673,24406237045,28.09.2021 13:28:54,1632824934604,BTCUSD_PERP,BUY,41700,30,0.0719424460431655,0,BTC,0.00000719,BTC,5,,f-coin-signal
period-02,249825674,24406237045,28.09.2021 13:28:54,1632824934720,BTCUSD_PERP,BUY,41700,12,0.0287769784172662,0,BTC,0.00000287,BTC,5,,f-coin-signal
period-02,249825675,24406237045,28.09.2021 13:28:54,1632824934722,BTCUSD_PERP,BUY,41700,12,0.0287769784172662,0,BTC,0.00000287,BTC,5,,f-coin-signal
period-02,249825676,24406237045,28.09.2021 13:28:54,1632824934724,BTCUSD_PERP,BUY,41700,5,0.0119904076738609,0,BTC,0.00000119,BTC,5,,f-coin-signal
period-02,249882927,24426445650,28.09.2021 16:00:08,1632834008175,BTCUSD_PERP,SELL,41820.1,9,0.0215207519828982,0.00005335,BTC,0.00001076,BTC,5,,f-coin-signal
period-02,249882928,24426445650,28.09.2021 16:00:08,1632834008175,BTCUSD_PERP,SELL,41820.1,5,0.0119559733238323,0.00002964,BTC,0.00000597,BTC,5,,f-coin-signal
period-02,249882929,24426445650,28.09.2021 16:00:08,1632834008175,BTCUSD_PERP,SELL,41820.1,1,0.00239119466476646,0.00000592,BTC,0.00000119,BTC,5,,f-coin-signal
period-02,249882930,24426445650,28.09.2021 16:00:08,1632834008176,BTCUSD_PERP,SELL,41820.1,235,0.561930746220119,0.00139314,BTC,0.00028096,BTC,5,,f-coin-signal
period-02,249882931,24426445650,28.09.2021 16:00:08,1632834008176,BTCUSD_PERP,SELL,41820.1,100,0.239119466476646,0.00059282,BTC,0.00011955,BTC,5,,f-coin-signal
period-02,249882932,24426445650,28.09.2021 16:00:08,1632834008176,BTCUSD_PERP,SELL,41820.1,3,0.00717358399429939,0.00001778,BTC,0.00000358,BTC,5,,f-coin-signal
period-02,249882933,24426445650,28.09.2021 16:00:08,1632834008176,BTCUSD_PERP,SELL,41820.1,147,0.35150561572067,0.00087145,BTC,0.00017575,BTC,5,,f-coin-signal
period-02,250196491,24479877637,29.09.2021 00:12:29,1632863549334,BTCUSD_PERP,BUY,41840.2,1,0.0023900459366829,0,BTC,0.00000119,BTC,5,,f-coin-signal
period-02,250196492,24479877637,29.09.2021 00:12:29,1632863549334,BTCUSD_PERP,BUY,41840.2,27,0.0645312402904384,0,BTC,0.00003226,BTC,5,,f-coin-signal
period-02,250196493,24479877637,29.09.2021 00:12:29,1632863549334,BTCUSD_PERP,BUY,41840.2,27,0.0645312402904384,0,BTC,0.00003226,BTC,5,,f-coin-signal
period-02,250196494,24479877637,29.09.2021 00:12:29,1632863549335,BTCUSD_PERP,BUY,41840.2,54,0.129062480580877,0,BTC,0.00006453,BTC,5,,f-coin-signal
period-02,250196495,24479877637,29.09.2021 00:12:29,1632863549335,BTCUSD_PERP,BUY,41840.2,91,0.217494180238144,0,BTC,0.00010874,BTC,5,,f-coin-signal
period-02,250210433,24481865604,29.09.2021 01:27:38,1632868058980,BTCUSD_PERP,BUY,41666.3,100,0.240002112018586,0,BTC,0.00012,BTC,5,,f-coin-signal
period-02,250433314,24530669576,29.09.2021 08:40:43,1632894043542,BTCUSD_PERP,BUY,42097.3,100,0.23754492568407,0,BTC,0.00011877,BTC,5,,f-coin-signal
period-02,250433315,24530669576,29.09.2021 08:40:43,1632894043542,BTCUSD_PERP,BUY,42097.3,100,0.23754492568407,0,BTC,0.00011877,BTC,5,,f-coin-signal
period-02,250547250,24569821447,29.09.2021 15:39:19,1632919159321,BTCUSD_PERP,SELL,41905.9,13,0.0310218847465393,-0.00000125,BTC,0.00001551,BTC,5,,f-coin-signal
period-02,250547251,24569821447,29.09.2021 15:39:19,1632919159321,BTCUSD_PERP,SELL,41905.8,1,0.00238630452109255,0,BTC,0.00000119,BTC,5,,f-coin-signal
period-02,250547252,24569821447,29.09.2021 15:39:19,1632919159321,BTCUSD_PERP,SELL,41904.8,42,0.100227181611653,-0.00000668,BTC,0.00005011,BTC,5,,f-coin-signal
period-02,250547253,24569821447,29.09.2021 15:39:19,1632919159321,BTCUSD_PERP,SELL,41903.9,2,0.00477282544106873,-0.00000042,BTC,0.00000238,BTC,5,,f-coin-signal
period-02,250547254,24569821447,29.09.2021 15:39:19,1632919159321,BTCUSD_PERP,SELL,41903.6,2,0.0047728596111074,-0.00000045,BTC,0.00000238,BTC,5,,f-coin-signal
period-02,250547255,24569821447,29.09.2021 15:39:19,1632919159321,BTCUSD_PERP,SELL,41903.5,1,0.00238643550061451,-0.00000023,BTC,0.00000119,BTC,5,,f-coin-signal
period-02,250547256,24569821447,29.09.2021 15:39:19,1632919159321,BTCUSD_PERP,SELL,41901.9,38,0.0906880117608032,-0.00001232,BTC,0.00004534,BTC,5,,f-coin-signal
period-02,250547257,24569821447,29.09.2021 15:39:19,1632919159321,BTCUSD_PERP,SELL,41901.7,28,0.0668230644580053,-0.0000094,BTC,0.00003341,BTC,5,,f-coin-signal
period-02,250547258,24569821447,29.09.2021 15:39:19,1632919159321,BTCUSD_PERP,SELL,41901.3,1,0.00238656079882963,-0.00000035,BTC,0.00000119,BTC,5,,f-coin-signal
period-02,250547259,24569821447,29.09.2021 15:39:19,1632919159321,BTCUSD_PERP,SELL,41900.7,82,0.195700787815001,-0.00003219,BTC,0.00009785,BTC,5,,f-coin-signal
period-02,250547260,24569821447,29.09.2021 15:39:19,1632919159321,BTCUSD_PERP,SELL,41900.6,42,0.100237228106519,-0.00001673,BTC,0.00005011,BTC,5,,f-coin-signal
period-02,250547261,24569821447,29.09.2021 15:39:19,1632919159321,BTCUSD_PERP,SELL,41900.3,1,0.00238661775691343,-0.00000041,BTC,0.00000119,BTC,5,,f-coin-signal
period-02,250547262,24569821447,29.09.2021 15:39:19,1632919159321,BTCUSD_PERP,SELL,41900.1,16,0.0381860663817031,-0.00000682,BTC,0.00001909,BTC,5,,f-coin-signal
period-02,250547263,24569821447,29.09.2021 15:39:19,1632919159321,BTCUSD_PERP,SELL,41900,106,0.252983293556086,-0.00004584,BTC,0.00012649,BTC,5,,f-coin-signal
period-02,250547264,24569821447,29.09.2021 15:39:19,1632919159321,BTCUSD_PERP,SELL,41900,29,0.0692124105011933,-0.00001254,BTC,0.0000346,BTC,5,,f-coin-signal
period-02,250547265,24569821447,29.09.2021 15:39:19,1632919159321,BTCUSD_PERP,SELL,41900,6,0.0143198090692124,-0.00000259,BTC,0.00000715,BTC,5,,f-coin-signal
period-02,250547266,24569821447,29.09.2021 15:39:19,1632919159321,BTCUSD_PERP,SELL,41900,1,0.00238663484486874,-0.00000043,BTC,0.00000119,BTC,5,,f-coin-signal
period-02,250547267,24569821447,29.09.2021 15:39:19,1632919159321,BTCUSD_PERP,SELL,41900,3,0.00715990453460621,-0.00000129,BTC,0.00000357,BTC,5,,f-coin-signal
period-02,250547268,24569821447,29.09.2021 15:39:19,1632919159321,BTCUSD_PERP,SELL,41900,60,0.143198090692124,-0.00002595,BTC,0.00007159,BTC,5,,f-coin-signal
period-02,250547269,24569821447,29.09.2021 15:39:19,1632919159321,BTCUSD_PERP,SELL,41900,8,0.0190930787589499,-0.00000346,BTC,0.00000954,BTC,5,,f-coin-signal
period-02,250547270,24569821447,29.09.2021 15:39:19,1632919159321,BTCUSD_PERP,SELL,41900,1,0.00238663484486874,-0.00000043,BTC,0.00000119,BTC,5,,f-coin-signal
period-02,250547271,24569821447,29.09.2021 15:39:19,1632919159321,BTCUSD_PERP,SELL,41900,6,0.0143198090692124,-0.00000259,BTC,0.00000715,BTC,5,,f-coin-signal
period-02,250547272,24569821447,29.09.2021 15:39:19,1632919159321,BTCUSD_PERP,SELL,41900,5,0.0119331742243437,-0.00000216,BTC,0.00000596,BTC,5,,f-coin-signal
period-02,250547273,24569821447,29.09.2021 15:39:19,1632919159321,BTCUSD_PERP,SELL,41900,6,0.0143198090692124,-0.00000259,BTC,0.00000715,BTC,5,,f-coin-signal
period-02,250614264,24579799390,29.09.2021 18:32:54,1632929574959,BTCUSD_PERP,BUY,41986.6,300,0.714513678173513,0,BTC,0.00007145,BTC,5,,f-coin-signal
period-02,250617931,24593196761,29.09.2021 18:36:16,1632929776403,BTCUSD_PERP,BUY,41900.4,100,0.238661206098271,0,BTC,0.00011933,BTC,5,,f-coin-signal
period-02,250618776,24593337204,29.09.2021 18:37:13,1632929833888,BTCUSD_PERP,BUY,41860.1,10,0.0238890972549038,0,BTC,0.00001194,BTC,5,,f-coin-signal
period-02,250618858,24593367585,29.09.2021 18:37:27,1632929847196,BTCUSD_PERP,BUY,41856.1,20,0.0477827604578544,0,BTC,0.00002389,BTC,5,,f-coin-signal
period-02,250629107,24593511523,29.09.2021 18:42:56,1632930176991,BTCUSD_PERP,SELL,41800,5,0.0119617224880383,-0.00004489,BTC,0.00000119,BTC,5,,f-coin-signal
period-02,250629642,24594372903,29.09.2021 18:43:27,1632930207963,BTCUSD_PERP,SELL,41819.9,5,0.011956030502225,-0.0000392,BTC,0.00000597,BTC,5,,f-coin-signal
period-02,250678453,24606744875,29.09.2021 20:30:03,1632936603319,BTCUSD_PERP,BUY,41498,100,0.240975468697287,0,BTC,0.00002409,BTC,5,,f-coin-signal
period-02,250700179,24610473569,29.09.2021 21:08:10,1632938890890,BTCUSD_PERP,BUY,41189.6,100,0.242779730805834,0,BTC,0.00012138,BTC,5,,f-coin-signal
period-02,250764936,24616591169,29.09.2021 23:34:48,1632947688402,BTCUSD_PERP,BUY,40999.7,134,0.326831659743852,0,BTC,0.00016341,BTC,5,,f-coin-signal
period-02,250764937,24616591169,29.09.2021 23:34:48,1632947688402,BTCUSD_PERP,BUY,40999.7,166,0.404881011324473,0,BTC,0.00020244,BTC,5,,f-coin-signal
period-02,250957782,24647469396,30.09.2021 06:03:55,1632971035350,BTCUSD_PERP,SELL,43294.2,251,0.579754331989042,0.02495949,BTC,0.00028987,BTC,5,,f-coin-signal
period-02,250957783,24647469396,30.09.2021 06:03:55,1632971035350,BTCUSD_PERP,SELL,43294.2,3,0.00692933464528736,0.00029832,BTC,0.00000346,BTC,5,,f-coin-signal
period-02,250957784,24647469396,30.09.2021 06:03:55,1632971035350,BTCUSD_PERP,SELL,43294.2,206,0.475814312309732,0.02048468,BTC,0.0002379,BTC,5,,f-coin-signal
period-02,251043176,24677536964,30.09.2021 10:04:03,1632985443852,BTCUSD_PERP,SELL,43406.5,250,0.575950606475989,0.026354,BTC,0.00028797,BTC,5,,f-coin-signal
period-02,251043177,24677536964,30.09.2021 10:04:03,1632985443852,BTCUSD_PERP,SELL,43406.5,210,0.48379850943983,0.02213736,BTC,0.00024189,BTC,5,,f-coin-signal
period-02,251100002,24691207749,30.09.2021 11:48:00,1632991680000,BTCUSD_PERP,BUY,42948.8,5,0.011641768803785,0,BTC,0.00000582,BTC,5,,f-coin-signal
period-02,251100003,24691207749,30.09.2021 11:48:00,1632991680000,BTCUSD_PERP,BUY,42948.8,295,0.686864359423313,0,BTC,0.00034343,BTC,5,,f-coin-signal
period-02,251100542,24691233925,30.09.2021 11:49:59,1632991799367,BTCUSD_PERP,BUY,42900,3,0.00699300699300699,0,BTC,0.00000069,BTC,5,,f-coin-signal
period-02,251100543,24691233925,30.09.2021 11:49:59,1632991799895,BTCUSD_PERP,BUY,42900,13,0.0303030303030303,0,BTC,0.00000303,BTC,5,,f-coin-signal
period-02,251100545,24691233925,30.09.2021 11:50:00,1632991800156,BTCUSD_PERP,BUY,42900,5,0.0116550116550117,0,BTC,0.00000116,BTC,5,,f-coin-signal
period-02,251100546,24691233925,30.09.2021 11:50:00,1632991800255,BTCUSD_PERP,BUY,42900,79,0.184149184149184,0,BTC,0.00001841,BTC,5,,f-coin-signal
period-02,251141955,24698619610,30.09.2021 13:32:31,1632997951631,BTCUSD_PERP,SELL,42940,54,0.125756870051234,0.00000998,BTC,0.00006287,BTC,5,,f-coin-signal
period-02,251141956,24698619610,30.09.2021 13:32:31,1632997951631,BTCUSD_PERP,SELL,42939.7,40,0.0931538878939536,0.00000674,BTC,0.00004657,BTC,5,,f-coin-signal
period-02,251141957,24698619610,30.09.2021 13:32:31,1632997951631,BTCUSD_PERP,SELL,42939.7,306,0.712627242388745,0.00005162,BTC,0.00035631,BTC,5,,f-coin-signal
period-02,251493127,24787876896,30.09.2021 23:41:30,1633034490947,BTCUSD_PERP,BUY,43300,182,0.420323325635104,0,BTC,0.00004203,BTC,5,,f-coin-signal
period-02,251493128,24787876896,30.09.2021 23:41:30,1633034490955,BTCUSD_PERP,BUY,43300,12,0.0277136258660508,0,BTC,0.00000277,BTC,5,,f-coin-signal
period-02,251493129,24787876896,30.09.2021 23:41:30,1633034490956,BTCUSD_PERP,BUY,43300,12,0.0277136258660508,0,BTC,0.00000277,BTC,5,,f-coin-signal
period-02,251493130,24787876896,30.09.2021 23:41:30,1633034490959,BTCUSD_PERP,BUY,43300,3,0.0069284064665127,0,BTC,0.00000069,BTC,5,,f-coin-signal
period-02,251493131,24787876896,30.09.2021 23:41:30,1633034490961,BTCUSD_PERP,BUY,43300,12,0.0277136258660508,0,BTC,0.00000277,BTC,5,,f-coin-signal
period-02,251493132,24787876896,30.09.2021 23:41:31,1633034491121,BTCUSD_PERP,BUY,43300,10,0.023094688221709,0,BTC,0.0000023,BTC,5,,f-coin-signal
period-02,251493133,24787876896,30.09.2021 23:41:31,1633034491376,BTCUSD_PERP,BUY,43300,30,0.069284064665127,0,BTC,0.00000692,BTC,5,,f-coin-signal
period-02,251493134,24787876896,30.09.2021 23:41:32,1633034492102,BTCUSD_PERP,BUY,43300,39,0.0900692840646651,0,BTC,0.000009,BTC,5,,f-coin-signal
period-02,251497366,24787884836,30.09.2021 23:44:20,1633034660673,BTCUSD_PERP,BUY,43100,200,0.464037122969838,0,BTC,0.0000464,BTC,5,,f-coin-signal
period-02,251741785,24849154646,01.10.2021 10:26:44,1633073204402,BTCUSD_PERP,SELL,44520.4,6,0.013476967861924,0.00040556,BTC,0.00000673,BTC,5,,f-coin-signal
period-02,251741786,24849154646,01.10.2021 10:26:44,1633073204403,BTCUSD_PERP,SELL,44520.1,23,0.0516620582613247,0.00155431,BTC,0.00002583,BTC,5,,f-coin-signal
period-02,251741787,24849154646,01.10.2021 10:26:44,1633073204403,BTCUSD_PERP,SELL,44520.1,131,0.294249114444936,0.00885286,BTC,0.00014712,BTC,5,,f-coin-signal
period-02,251782901,24849281543,01.10.2021 11:12:05,1633075925659,BTCUSD_PERP,SELL,44900,170,0.378619153674833,0.01471928,BTC,0.00003786,BTC,5,,f-coin-signal
period-02,251786863,24855996526,01.10.2021 11:14:58,1633076098680,BTCUSD_PERP,SELL,44818.8,10,0.0223120654725249,0.00082548,BTC,0.00001115,BTC,5,,f-coin-signal
period-02,251786864,24855996526,01.10.2021 11:14:58,1633076098680,BTCUSD_PERP,SELL,44818.8,11,0.0245432720197774,0.00090803,BTC,0.00001227,BTC,5,,f-coin-signal
period-02,251786865,24855996526,01.10.2021 11:14:58,1633076098680,BTCUSD_PERP,SELL,44818.8,1,0.00223120654725249,0.00008254,BTC,0.00000111,BTC,5,,f-coin-signal
period-02,251786866,24855996526,01.10.2021 11:14:58,1633076098680,BTCUSD_PERP,SELL,44818.8,148,0.330218568993369,0.01221725,BTC,0.0001651,BTC,5,,f-coin-signal
period-02,218884168,16639811338,01.10.2021 13:31:28,1633084288285,ETHUSD_PERP,SELL,3184.99,81,0.254317909946342,-0.02056786,ETH,0.00012715,ETH,3,,f-coin-classic
period-02,218884169,16639811338,01.10.2021 13:31:28,1633084288285,ETHUSD_PERP,SELL,3184.99,81,0.254317909946342,-0.02056786,ETH,0.00012715,ETH,3,,f-coin-classic
period-02,218884170,16639811338,01.10.2021 13:31:28,1633084288285,ETHUSD_PERP,SELL,3184.99,1260,3.9560563769431,-0.31994449,ETH,0.00197802,ETH,3,,f-coin-classic
period-02,218884171,16639811338,01.10.2021 13:31:28,1633084288285,ETHUSD_PERP,SELL,3184.99,81,0.254317909946342,-0.02056786,ETH,0.00012715,ETH,3,,f-coin-classic
period-02,218884172,16639811338,01.10.2021 13:31:28,1633084288285,ETHUSD_PERP,SELL,3184.99,82,0.25745763722963,-0.02082178,ETH,0.00012872,ETH,3,,f-coin-classic
period-02,218884173,16639811338,01.10.2021 13:31:28,1633084288285,ETHUSD_PERP,SELL,3184.99,82,0.25745763722963,-0.02082178,ETH,0.00012872,ETH,3,,f-coin-classic
period-02,218884174,16639811338,01.10.2021 13:31:28,1633084288285,ETHUSD_PERP,SELL,3184.99,432,1.35636218638049,-0.10969525,ETH,0.00067818,ETH,3,,f-coin-classic
period-02,218884175,16639811338,01.10.2021 13:31:28,1633084288285,ETHUSD_PERP,SELL,3184.99,1076,3.37834655681807,-0.27322244,ETH,0.00168917,ETH,3,,f-coin-classic
period-02,218946265,16641339516,01.10.2021 13:44:18,1633085058943,ETHUSD_PERP,SELL,3245.43,636,1.95967868664553,-0.12430792,ETH,0.00097983,ETH,3,,f-coin-classic
period-02,218946266,16641339516,01.10.2021 13:44:18,1633085058943,ETHUSD_PERP,SELL,3245.43,91,0.280394277491735,-0.01778619,ETH,0.00014019,ETH,3,,f-coin-classic
period-02,218946267,16641339516,01.10.2021 13:44:18,1633085058943,ETHUSD_PERP,SELL,3245.43,156,0.480675904271545,-0.03049062,ETH,0.00024033,ETH,3,,f-coin-classic
period-02,218946268,16641339516,01.10.2021 13:44:18,1633085058943,ETHUSD_PERP,SELL,3245.43,99,0.305044323864634,-0.01934981,ETH,0.00015252,ETH,3,,f-coin-classic
period-02,218946269,16641339516,01.10.2021 13:44:18,1633085058943,ETHUSD_PERP,SELL,3245.43,523,1.61149678162832,-0.10222177,ETH,0.00080574,ETH,3,,f-coin-classic
period-02,218946270,16641339516,01.10.2021 13:44:18,1633085058943,ETHUSD_PERP,SELL,3245.43,250,0.770313949153117,-0.04886317,ETH,0.00038515,ETH,3,,f-coin-classic
period-02,218946271,16641339516,01.10.2021 13:44:18,1633085058943,ETHUSD_PERP,SELL,3245.43,400,1.23250231864499,-0.07818108,ETH,0.00061625,ETH,3,,f-coin-classic
period-02,218946272,16641339516,01.10.2021 13:44:18,1633085058943,ETHUSD_PERP,SELL,3245.43,400,1.23250231864499,-0.07818108,ETH,0.00061625,ETH,3,,f-coin-classic
period-02,218946273,16641339516,01.10.2021 13:44:18,1633085058943,ETHUSD_PERP,SELL,3245.43,500,1.54062789830623,-0.09772635,ETH,0.00077031,ETH,3,,f-coin-classic
period-02,218946274,16641339516,01.10.2021 13:44:18,1633085058943,ETHUSD_PERP,SELL,3245.36,1500,4.62198338551039,-0.29327876,ETH,0.00231099,ETH,3,,f-coin-classic
period-02,218946275,16641339516,01.10.2021 13:44:18,1633085058943,ETHUSD_PERP,SELL,3245.24,1,0.00308143619578213,-0.00019563,ETH,0.00000154,ETH,3,,f-coin-classic
period-02,218946276,16641339516,01.10.2021 13:44:18,1633085058943,ETHUSD_PERP,SELL,3245.08,206,0.634807154214996,-0.04033172,ETH,0.0003174,ETH,3,,f-coin-classic
period-02,218976377,16642509286,01.10.2021 13:54:16,1633085656602,ETHUSD_PERP,BUY,3213.81,100,0.311157162371142,0,ETH,0.00015557,ETH,3,,f-coin-classic
period-02,218976378,16642509286,01.10.2021 13:54:16,1633085656602,ETHUSD_PERP,BUY,3213.81,100,0.311157162371142,0,ETH,0.00015557,ETH,3,,f-coin-classic
period-02,221949539,17060678374,05.10.2021 21:36:16,1633458976405,ETHUSD_PERP,SELL,3460,654,1.89017341040462,0.00309193,ETH,0.00018901,ETH,3,,f-coin-classic
period-02,221949540,17060678374,05.10.2021 21:36:16,1633458976471,ETHUSD_PERP,SELL,3460,200,0.578034682080925,0.00094554,ETH,0.0000578,ETH,3,,f-coin-classic
period-02,221949541,17060678374,05.10.2021 21:36:16,1633458976480,ETHUSD_PERP,SELL,3460,100,0.289017341040462,0.00047277,ETH,0.0000289,ETH,3,,f-coin-classic
period-02,221949542,17060678374,05.10.2021 21:36:16,1633458976481,ETHUSD_PERP,SELL,3460,500,1.44508670520231,0.00236386,ETH,0.0001445,ETH,3,,f-coin-classic
period-02,221949543,17060678374,05.10.2021 21:36:16,1633458976482,ETHUSD_PERP,SELL,3460,500,1.44508670520231,0.00236386,ETH,0.0001445,ETH,3,,f-coin-classic
period-02,221949544,17060678374,05.10.2021 21:36:16,1633458976483,ETHUSD_PERP,SELL,3460,3009,8.69653179190751,0.01422575,ETH,0.00086965,ETH,3,,f-coin-classic
period-02,221956247,17062802172,05.10.2021 22:00:48,1633460448790,ETHUSD_PERP,SELL,3457.55,300,0.867666411187112,0,ETH,0.00043383,ETH,3,,f-coin-classic
period-02,221968918,17064201147,05.10.2021 22:17:54,1633461474708,ETHUSD_PERP,SELL,3475,200,0.575539568345324,0,ETH,0.00005755,ETH,3,,f-coin-classic
period-02,221975291,17065332939,05.10.2021 22:34:46,1633462486328,ETHUSD_PERP,SELL,3470,500,1.44092219020173,0,ETH,0.00014409,ETH,3,,f-coin-classic
period-02,221981055,17064235814,05.10.2021 22:50:07,1633463407954,ETHUSD_PERP,SELL,3480,500,1.4367816091954,0,ETH,0.00014367,ETH,3,,f-coin-classic
period-02,221996005,17067494723,05.10.2021 23:00:04,1633464004193,ETHUSD_PERP,SELL,3497.96,500,1.42940456723347,0,ETH,0.00014294,ETH,3,,f-coin-classic
period-02,222003830,17068527345,05.10.2021 23:11:34,1633464694972,ETHUSD_PERP,SELL,3497.51,200,0.571835391464213,0,ETH,0.00028591,ETH,3,,f-coin-classic
period-02,222004112,17068486031,05.10.2021 23:12:36,1633464756563,ETHUSD_PERP,SELL,3500.23,200,0.57139102287564,0,ETH,0.00005713,ETH,3,,f-coin-classic
period-02,222014951,17069395283,05.10.2021 23:21:05,1633465265666,ETHUSD_PERP,SELL,3525,100,0.283687943262411,0,ETH,0.00002836,ETH,3,,f-coin-classic
period-02,222014952,17069395283,05.10.2021 23:21:05,1633465265666,ETHUSD_PERP,SELL,3525,100,0.283687943262411,0,ETH,0.00002836,ETH,3,,f-coin-classic
period-02,222018211,17069768473,05.10.2021 23:24:54,1633465494629,ETHUSD_PERP,SELL,3516.39,200,0.568765125597559,0,ETH,0.00028438,ETH,3,,f-coin-classic
period-02,222025780,17070806234,05.10.2021 23:37:00,1633466220322,ETHUSD_PERP,SELL,3506.86,200,0.570310762334396,0,ETH,0.00028515,ETH,3,,f-coin-classic
period-03,222078599,17075162647,06.10.2021 01:40:39,1633473639894,ETHUSD_PERP,SELL,3530,200,0.56657223796034,0,ETH,0.00005665,ETH,3,,f-coin-classic
period-03,222120482,17080479778,06.10.2021 03:23:48,1633479828596,ETHUSD_PERP,SELL,3524.5,64,0.181586040573131,0,ETH,0.00009079,ETH,3,,f-coin-classic
period-03,222120483,17080479778,06.10.2021 03:23:48,1633479828596,ETHUSD_PERP,SELL,3524.5,236,0.66959852461342,0,ETH,0.00033479,ETH,3,,f-coin-classic
